transcript_id,creation_time,date,username,line,role,Priming - G,Eliciting - G,Probing - G,Evaluating - G,Telling - G,NA - G,Yes/no question - G,Argumentation words - G,Connection to bigger picture - G,You focused question - G,Funneling - G,"Press for reasoning (G, S) - G","Revoicing (R, RP) - G",comments - G,Priming - GP,Eliciting - GP,Probing - GP,Evaluating - GP,Telling - GP,NA - GP,Yes/no question - GP,Argumentation words - GP,Connection to bigger picture - GP,You focused question - GP,Funneling - GP,"Press for reasoning (G, S) - GP","Revoicing (R, RP) - GP",comments - GP
2210,2021-02-15 22:57:07.689239+00:00,2/15/21,205," So, are you saying that because we didn't lose any paper, it doesn't matter that the volume changed, the amount of paper stayed the same?",Teacher,,,1,,,,,,1,1,1,S,RP,,,,1,,,,1,,1,1,1,S,RP,
2211,2021-02-15 22:52:27.987374+00:00,2/15/21,209,What do you think happened to the amount of matter in our water bottle experiment?,Teacher,,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,,
2211,2021-02-15 22:53:02.549210+00:00,2/15/21,203,Well I think it stayed the same because the weight didn't change,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
2211,2021-02-15 22:53:59.680061+00:00,2/15/21,209,So you measured the weight of the water bottle before freezing it and after freezing it?,Teacher,,,1,,,,1,,,1,,S,,,,,1,,,,1,,,1,,S,,
2211,2021-02-15 22:54:31.707669+00:00,2/15/21,209,Did you make any changes to the amount of water in between measurements?,Teacher,,,1,,,,1,,,1,,S,,,,,1,,,,1,,,1,,S,,
2211,2021-02-15 22:54:53.098715+00:00,2/15/21,203," Yeah each time we weighed it, it was the same. So the amount of matter must be the same",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
2211,2021-02-15 22:55:58.973885+00:00,2/15/21,209," The idea that the amount matter stays the same is called the Law of Conservation of matter, Do you think this applies to the paper as well?",Teacher,,,1,,1,,1,,,1,1,S,,,,,1,,1,,,,1,1,1,S,RP,"Revoicing: the student said that amount of matter is the same, and then teacher says that when matter stays the same it is law of conservation of matter"
2211,2021-02-15 22:56:35.330840+00:00,2/15/21,203,Yeah because even when we ripped up the paper it was still 4.6 grams,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
2211,2021-02-15 22:58:30.137625+00:00,2/15/21,209,Yes if the mass of an object remains the same the amount of matter remains the same as well. Can you think of other things that have the same amount of matter even if they change shape or state?,Teacher,,,1,1,1,,1,,1,1,,S,,,,,1,1,1,,,,1,1,,S,RP,"Revoicing: student said it was still 4.6 grams, and then teacher confirms that mass remained the same"
2214,2021-02-15 22:55:21.127904+00:00,2/15/21,202,Do you think the matter was conserved or changed in both of the investigations with paper and water?,Teacher,,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,,
2214,2021-02-15 22:55:38.129636+00:00,2/15/21,200,I think that matter was conserved in them both.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2021-02-15 22:56:11.296848+00:00,2/15/21,202,Can you tell me more about why you think the amount of matter was conserved in both the water and paper investigations?,Teacher,,,1,,,,,,,1,,G,,,,,1,,,,1,,,1,,S,,
2214,2021-02-15 22:56:51.705991+00:00,2/15/21,200," The weight stayed the same. The paper was 4.6 grams when it was flat, crumpled, and ripped into pieces. ",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2021-02-15 22:57:08.421228+00:00,2/15/21,202,Was this the same case with the water?,Teacher,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,S,,
2214,2021-02-15 22:57:35.971765+00:00,2/15/21,200,Yes the water was 390.5 grams and the ice was the same,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2021-02-15 22:57:55.911819+00:00,2/15/21,202," So what you are saying is when the weight stays the same, the amount of matter stays the same?",Teacher,,,1,,,,1,,1,,1,S,RP,,,,1,,,,1,,,1,,S,,
2214,2021-02-15 22:58:18.933522+00:00,2/15/21,200," Exactly if the weight is the same, then the amount of matter must be the same.",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2021-02-15 22:59:16.639183+00:00,2/15/21,202,How did you arrive at that conclusion?,Teacher,,,1,,,,,1,,1,,G,,,,,1,,,,,1,,1,,G,,
2214,2021-02-15 23:00:10.094915+00:00,2/15/21,200," The water and ice weighed the same, so matter was conserved. ",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,2021-02-15 23:01:05.299585+00:00,2/15/21,202,How are matter and weight related?,Teacher,,,1,,,,,,1,,,S,,probing because matter and weight were previously mentioned,,,1,,,,,,,,,G,,
2214,2021-02-15 23:01:40.512421+00:00,2/15/21,202,Why does the amount of weight staying the same justify the amount of matter being conserved?,Teacher,,,1,,,,,1,1,,,S,,,,,1,,,,,1,,,,S,,justify as arg word
2216,2021-02-15 23:02:42.048602+00:00,2/15/21,207,Hi charlie! Were going to talk about the experiemnt we did talking about conservation of matter. Can you tell me what happened to the piece of paper when we altered it? What do you think happened to the amount of matter in the paper?,Teacher,1,1,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,
2216,2021-02-15 23:03:11.262173+00:00,2/15/21,205,The volume changed,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:03:48.047283+00:00,2/15/21,207,What do you mean by that?,Teacher,,,1,,,,,,,1,,G,,,,,1,,,,,,,1,,G,,
2216,2021-02-15 23:04:12.673859+00:00,2/15/21,205,When I crumpled the paper it was smaller than when the paper was just flat,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:04:41.288728+00:00,2/15/21,207," So if it is now smaller, or taking up less space, does that mean there is less matter in it?",Teacher,,,1,,,,1,,,,,S,,,,,1,,,,1,,,, ,S,,
2216,2021-02-15 23:04:54.357095+00:00,2/15/21,205,Less matter,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:05:22.500342+00:00,2/15/21,207,What about the paper we tore up? What happened to the matter in that one?,Teacher,,1,,,,,,,,,,,,Is this eliciting or probing? the concept remains the same but the experiment they are talking about changed,,,1,,,,,,,,,S,,
2216,2021-02-15 23:05:42.217430+00:00,2/15/21,205,That took up less space too so it had less matter too,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:06:06.462000+00:00,2/15/21,207," When we tore it up, did we throw out any of the pieces?",Teacher,,,1,,,,1,,,,,S,,,,,1,,,,1,,,,,S,,
2216,2021-02-15 23:06:12.803214+00:00,2/15/21,205,I didn't,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:06:51.521437+00:00,2/15/21,207," So, if we still have all of the original pieces, and we teped those back together, would that make up what looks like the original piece of paper?",Teacher,,,1,,,,1,,,,,S,,,,,1,,,,1,,,,1,S,,
2216,2021-02-15 23:06:56.985622+00:00,2/15/21,207,taped,Teacher,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:07:04.341034+00:00,2/15/21,205,More or less I suppose,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,2021-02-15 23:07:46.679602+00:00,2/15/21,207," So if it now looks like the original piece of paper, and we didnt throw anything out, would that have less matter, more matter or the same matter as the original piece of paper?",Teacher,,,1,,,,,,1,,,S,,,,,1,,,,1,,,,,S,,
2216,2021-02-15 23:08:06.153361+00:00,2/15/21,205,It seems like it would have the same,Student,,,,,,,,,,,,,,student changed claim!!,,,,,,,,,,,,,,
2216,2021-02-15 23:08:23.811549+00:00,2/15/21,207," ok, lets talk about the water, what happened to the matter when the water froze?",Teacher,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:02:38.996873+00:00,2/15/21,203," Hi Charlie, what do you think about the water? Do you think we gained or lost matter?",Teacher,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:03:04.409320+00:00,2/15/21,209,I think when we crumpled up the paper we got more,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:03:23.732001+00:00,2/15/21,203,What makes you think that?,Teacher,,,1,,,,,,,,,G,,,,,,,,,,,,,,,,
2217,2021-02-15 23:03:38.372828+00:00,2/15/21,209,The crumpled up paper takes up more space than the flat paper,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:04:08.521515+00:00,2/15/21,203," Okay, good observation. Did you add or take away any paper when you crumpled it up?",Teacher,,,1,1,,,1,,,1,,S,,maybe telling? or funneling?,,,,,,,,,,,,,,
2217,2021-02-15 23:04:19.650455+00:00,2/15/21,209,No I did not,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:05:30.727578+00:00,2/15/21,203," So, for the paper, if nothing was added, do you think changing the shape also changes the amount of matter we have?",Teacher,,,1,,,,,,1,1,,S,,,,,,,,,,,,,,,,
2217,2021-02-15 23:06:49.078358+00:00,2/15/21,209,no it will not,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:07:46.490148+00:00,2/15/21,203," Perfect! Now same for the water, did we add or take any water out of the bottle when we froze it?",Teacher,,1,,1,,,,,,,,,,does this count as you-focused? uses the word we,,,,,,,,,,,,,,
2217,2021-02-15 23:08:06.589496+00:00,2/15/21,209,No the cap stayed on!,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2217,2021-02-15 23:08:47.145883+00:00,2/15/21,203," Exactly! So the same can be said for the water, just because we changed the shape or state of it, we still have the same amount of matter",Teacher,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,
2219,2021-02-15 23:06:26.745649+00:00,2/15/21,200,Do you think matter was conserved or changed in both the paper and water scenarios?,Teacher,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2219,2021-02-15 23:06:35.419753+00:00,2/15/21,202,The amount of matter increased in both scenarios.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2021-02-15 23:06:50.991492+00:00,2/15/21,200,How did you come to that conclusion?,Teacher,,,1,,,,,1,,,,G,,,,,,,,,,,,,,,,
2219,2021-02-15 23:07:20.571773+00:00,2/15/21,202,The balled up paper takes up more space than the flat paper.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2021-02-15 23:08:09.627190+00:00,2/15/21,200,How does the amount of space the paper takes up determine the amount of matter present?,Teacher,,,1,,,,,,1,,,S,,,,,,,,,,,,,,,,
2219,2021-02-15 23:08:39.026360+00:00,2/15/21,202," Whenever something changes, then the amount of matter changes.",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2021-02-15 23:09:37.248852+00:00,2/15/21,200,Would the amount of matter change if the weight changes?,Teacher,,,1,,,,1,,1,,,S,,,,,,,,,,,,,,,,
2219,2021-02-15 23:10:37.227828+00:00,2/15/21,202,yes,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,2021-02-15 23:11:09.854617+00:00,2/15/21,200,How do your observations confirm this?,Teacher,,,1,,,,,1,,,,G,,,,,,,,,,,,,,,,
2219,2021-02-15 23:12:17.311427+00:00,2/15/21,202,The torn up paper takes up less space than the flat or balled paper so it has less matter and less weight,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:13:41.606925+00:00,2/15/21,207," hi dana! Were going to talk about conservation of matter. In the paper and water experiment, what happened to the amount of matter?",Teacher,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:14:00.400005+00:00,2/15/21,205,The matter stayed the same,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:14:17.247259+00:00,2/15/21,207,And how did you come to that conclusion?,Teacher,,,1,,,,,,,,,G,,"should the word ""conclusion"" count as an argumentation word?",,,,,,,,,,,,,,
2221,2021-02-15 23:14:48.143397+00:00,2/15/21,205,The weight stayed the same for the water and ice and when we changed the paper,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:15:06.964908+00:00,2/15/21,207,And do you remember how much it weighed?,Teacher,,,1,,,,1,,,,,S,,,,,,,,,,,,,,,,
2221,2021-02-15 23:15:32.722409+00:00,2/15/21,205,The paper weighed 4.6 grams and the water and ice weighted 390.5 grams,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:16:49.916549+00:00,2/15/21,207,Another student stated that they thought the amount of matter changed when the water froze because it took up more volume. Do you think the amount of space it takes up can effect the amount of matter?,Teacher,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:17:24.160821+00:00,2/15/21,205,I didn't think about volume when I made my claim,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2021-02-15 23:18:59.436090+00:00,2/15/21,207," ok. When talking about the paper, you said the amount of matter is the same becasue the weight is the same. Why do you think the weight or amount of matter didnt change when we tore apart the paper?",Teacher,,,1,,,,,,1,1,,S,RP,,,,,,,,,,,,,,,
2221,2021-02-15 23:19:43.523208+00:00,2/15/21,205,Because we didn't add or lose any of the paper so if we were to put it back together it would be the same again,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:11:26.262068+00:00,2/15/21,203," Hi Dana, what are your thoughts on the what happened when we froze the water. Did the amount of matter change?",Teacher,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:11:46.703382+00:00,2/15/21,209,I do not think the amount of matter changed,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:12:15.735945+00:00,2/15/21,203," Even though the bottle actually expanded, therefore changing the shape of the water?",Teacher,,,1,,,,,,,,1,S,,does this count as a yes/no quesion?,,,,,,,,,,,,,,
2222,2021-02-15 23:12:43.677368+00:00,2/15/21,209,Well the weight stayed the same before and after.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:13:51.035258+00:00,2/15/21,203," So what you are saying is no matter the shape of an object, as long as we don't take away or add anything, the amount of matter stays the same?",Teacher,,,1,,,,1,,1,,1,,R,,,,,,,,,,,,,,,
2222,2021-02-15 23:14:29.463193+00:00,2/15/21,209,Yes I think if the weight stays the same and we didn't add any water the amount of water is the same,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:15:19.900997+00:00,2/15/21,203,Okay perfect. I think we nailed the water experiment. What about the paper? Do you think that we gained or lost matter when we crumpled it in a ball?,Teacher,,1,,1,,,,,1,1,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:15:49.283477+00:00,2/15/21,209,I don't think the amount changed,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,2021-02-15 23:17:36.314275+00:00,2/15/21,203," Perfect! So even when we rip up the paper into little pieces, there is still the same amount of paper there. This is called the law of conservation. As long as we don't add or take away anything, it will always stay the same.",Teacher,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:16:18.306432+00:00,2/15/21,200,Do you think matter was conserved or changed in both the paper and water scenarios?,Teacher,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:16:44.111329+00:00,2/15/21,202,I think the matter was conserved.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:17:05.285949+00:00,2/15/21,200,What is your evidence that the matter was conserved in the water investigation?,Teacher,,,1,,,,,1,,,,G,,,,,,,,,,,,,,,,
2224,2021-02-15 23:17:46.758405+00:00,2/15/21,202," The weight stayed the same when the paper was crumpled, flat, and ripped and the water weight stayed the same when it was bottled and frozen.",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:18:31.182488+00:00,2/15/21,200,So what you are saying is that because the weight stayed the same in both investigations the matter was conserved?,Teacher,,,1,,,,1,,1,,,R,,,,,,,,,,,,,,,,
2224,2021-02-15 23:19:00.778574+00:00,2/15/21,202,Yes,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:19:17.973671+00:00,2/15/21,200,How did you come to that conclusion?,Teacher,,,1,,,,,,,,,G,,,,,,,,,,,,,,,,
2224,2021-02-15 23:20:02.374298+00:00,2/15/21,202," The water and ice weighted the same, so matter was conserved.",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:20:24.483897+00:00,2/15/21,200,Are there any other factors besides weight that could play into the amount of matter present?,Teacher,,,1,,,,1,,1,,,S,,,,,,,,,,,,,,,,
2224,2021-02-15 23:20:40.453245+00:00,2/15/21,202,Yes.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:21:00.089999+00:00,2/15/21,200,Can you into more detail about that?,Teacher,,,1,,,,,,,,,G,,,,,,,,,,,,,,,,
2224,2021-02-15 23:21:28.833794+00:00,2/15/21,202,The volume changed in the freezing water situation.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:21:46.674534+00:00,2/15/21,202,But weight is more important than volume in this situation.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,2021-02-15 23:22:16.219686+00:00,2/15/21,200,How do you know that the volume changed?,Teacher,,,1,,,,,,,1,,S,,,,,,,,,,,,,,,,
2224,2021-02-15 23:22:29.919294+00:00,2/15/21,200,Did it change with the paper investigation too?,Teacher,,,1,,,,1,,,,,S,,,,,,,,,,,,,,,,
2226,2021-02-16 15:47:07.392779+00:00,2/16/21,404,hello,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2021-02-16 15:59:41.970979+00:00,2/16/21,404," Hi Amy, what was your answer for this problem? ",Teacher,,1,,,,,,,,1,,,,Why are these transcripts with only one user?,,,,,,,,,,,,,,
2228,2021-02-16 15:59:52.445473+00:00,2/16/21,404,I got 3/10 and 4/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,2021-02-16 16:00:19.529943+00:00,2/16/21,404,That is correct! How did you get this answer?,Teacher,,,1,1,,,,,,1,,G,,,,,,,,,,,,,,,,
2228,2021-02-16 16:00:31.565016+00:00,2/16/21,404,Can you please walk me through it?,Teacher,,,1,,,,,,,,,G,,,,,,,,,,,,,,,,
2228,2021-02-16 16:03:04.801575+00:00,2/16/21,404,I found the LCD,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:05:07.349463+00:00,2/16/21,404,Hi Amy! What were your answers for the math problem?,Teacher,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:05:14.287283+00:00,2/16/21,404,I got 3/10 and 4/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:05:34.237784+00:00,2/16/21,404," Those are correct, great job Amy! ",Teacher,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:05:53.774872+00:00,2/16/21,404,Can you please walk me through how you solved the problem?,Teacher,,,1,,,,,,,1,,G,,,,,,,,,,,,,,,,
2229,2021-02-16 16:06:10.025555+00:00,2/16/21,404,First I found the LCD to be 10 and got 2/10 and 7/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:06:25.131523+00:00,2/16/21,404,Then I picked two fractions in between those and got 3/10 and 4/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:06:55.428539+00:00,2/16/21,404,Using the LCD is a great strategy,Teacher,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:07:19.725760+00:00,2/16/21,404,Did you also use the number line to help you solve the problem?,Teacher,,,1,,,,1,,,1,,S,,,,,,,,,,,,,,,,
2229,2021-02-16 16:07:48.886347+00:00,2/16/21,404,Yes I saw that 3/10 and 4/10 are in between 1/5 and 7/10 on the number lines,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:08:15.627486+00:00,2/16/21,404,You are totally correct! Do you think your strategy would work for other fractions?,Teacher,,,1,1,,,1,,1,,,S,,,,,,,,,,,,,,,,
2229,2021-02-16 16:08:21.166848+00:00,2/16/21,404,Yes it works,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:08:31.698772+00:00,2/16/21,404,Can you give me an example please?,Teacher,,,1,,,,,,,1,,G,,,,,,,,,,,,,,,,
2229,2021-02-16 16:09:02.234573+00:00,2/16/21,404,1/6 and 14/24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:09:32.978693+00:00,2/16/21,404,The LCD is 24 so it becomes 4/24 and 14/24 and then two fractions could be 7/24 and 9/24,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:09:44.271043+00:00,2/16/21,404,Great use of the LCD,Teacher,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:10:01.450339+00:00,2/16/21,404," What if the numerators were closer together, such as 2/3 and 3/4?",Teacher,,,1,,,,,,,,,S,,,,,,,,,,,,,,,,
2229,2021-02-16 16:10:10.041930+00:00,2/16/21,404,What is the LCD,Teacher,,,1,,,,,,,,,S,,,,,,,,,,,,,,,,
2229,2021-02-16 16:10:14.394456+00:00,2/16/21,404,The LCD is 12,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:10:26.313537+00:00,2/16/21,404,and the fractions are 8/12 and 9/12,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:10:34.668658+00:00,2/16/21,404,How would we choose a numerator then?,Teacher,,,1,,,,,,,,,S,,"does ""we"" count as you-focused?",,,,,,,,,,,,,,
2229,2021-02-16 16:10:41.120836+00:00,2/16/21,404,I'm not sure,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:10:51.489818+00:00,2/16/21,404,It is okay to not be sure,Teacher,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:11:05.925904+00:00,2/16/21,404,What do you think some other possibilities could be,Teacher,,,1,,,,,,,,,G,,,,,,,,,,,,,,,,
2229,2021-02-16 16:11:31.810136+00:00,2/16/21,404,Maybe find a GCF as the denominator,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2021-02-16 16:11:46.321436+00:00,2/16/21,404," Sounds like a good start, so what would it be?",Teacher,,,1,1,,,,,,,,S,,Is this evaluating?,,,,,,,,,,,,,,
2271,2021-02-22 14:40:03.707198+00:00,2/22/21,407,Hello welcome to class,Teacher,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:40:15.679608+00:00,2/22/21,402,hello teacher.,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:40:35.932552+00:00,2/22/21,407,we are going to find 2 fractions between 1/5 and 7/10,Teacher,1,1,,,,,,,,,,,,this is just poorly phrased. unclear,,,,,,,,,,,,,,
2271,2021-02-22 14:41:00.395925+00:00,2/22/21,402," Ok, I know a strategy that will work",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:41:27.175308+00:00,2/22/21,407,please explain your strategy,Teacher,,1,,,,,,1,,1,,G,,"does ""strategy"" count as an argumentation word?",,,,,,,,,,,,,,
2271,2021-02-22 14:41:38.146533+00:00,2/22/21,402,I am going to find the LCD of the fractions,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:42:12.593008+00:00,2/22/21,407,why do you need the LCM of both fractions,Teacher,,,1,,,,,,,1,,S,,,,,,,,,,,,,,,,
2271,2021-02-22 14:42:39.659461+00:00,2/22/21,402," Because if the two fractions have the least common denominator, then I can find a numerator in between",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:43:11.432085+00:00,2/22/21,402," so, the lcd is 10",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:43:26.586834+00:00,2/22/21,402,the fractions will be 2/10 and 7/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:43:54.069774+00:00,2/22/21,402,I know that the fractions 3/10 and 4/10 are between 2/10 and 7/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:44:42.334945+00:00,2/22/21,407,Will your strategy work for any fraction,Teacher,,,1,,,,,1,1,1,,S,,"does ""strategy"" count as an argumentation word?",,,,,,,,,,,,,,
2271,2021-02-22 14:45:21.925946+00:00,2/22/21,402," I think my strategy will always work because when you find the same denominator and you fix the numerator, you can always find a fraction in-between ",Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:46:23.340061+00:00,2/22/21,402,I also know my answer is correct because it is proven by the number line worksheet,Student,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2271,2021-02-22 14:46:43.348997+00:00,2/22/21,407,What if I have 2 fractions 3/10 and 4/10. How can you find the fresh and stimpy,Teacher,,,1,,,,,,,,,S,,nonsensical,,,,,,,,,,,,,,
2272,2021-02-22 14:39:56.926491+00:00,2/22/21,408,Welcome,Teacher,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2021-02-22 14:40:26.341704+00:00,2/22/21,403,Good morning,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2021-02-22 14:41:14.475094+00:00,2/22/21,408,Let's talk about the problem you've been working on. What fractions did you choose?,Teacher,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2272,2021-02-22 14:44:31.228354+00:00,2/22/21,403,I found 3/10 and 4/10 is between the fraction of 1/5 and 4/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2021-02-22 14:45:02.465351+00:00,2/22/21,408,Very good! What strategy did you use to find these fractions?,Teacher,,,1,1,,,,1,,,,G,,"does ""strategy"" count as an argumentation word?",,,,,,,,,,,,,,
2272,2021-02-22 14:46:01.320812+00:00,2/22/21,403,I used the strategy of finding the Least common denominator of 10. then I convert 1/5 to 2/10 and 7/10 to 7/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,2021-02-22 14:46:23.222828+00:00,2/22/21,403,then I went to the fraction line to find the fractions between them,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2021-02-22 14:39:58.049802+00:00,2/22/21,411,Welcome!,Teacher,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2021-02-22 14:40:06.802925+00:00,2/22/21,405,Greetings,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2021-02-22 14:40:20.009049+00:00,2/22/21,411,Your first problem is to find 2 fractions between 1/5 and 7/10,Teacher,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2021-02-22 14:40:41.789529+00:00,2/22/21,411,Be ready to share your strategy for finding the fraction and use your fraction number lines,Teacher,1,,,,,,,,,,,,,provides a hint? similar to funneling but not,,,,,,,,,,,,,,
2273,2021-02-22 14:40:48.232351+00:00,2/22/21,405,3/10 and 4/10,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2021-02-22 14:41:06.139083+00:00,2/22/21,411,Can you share your reasoning behind your answer?,Teacher,,,1,,,,,1,,1,,G,,"does ""reasoning"" count as an argumentation word?",,,,,,,,,,,,,,
2273,2021-02-22 14:42:38.026140+00:00,2/22/21,411,Explain how you came up with those fractions,Teacher,,,1,,,,,,,1,,G,,,,,,,,,,,,,,,,
2273,2021-02-22 14:43:07.941510+00:00,2/22/21,405,First I need to find the LCD between 1/5 and 7/10 so the LCD is 10. Then I converted 1/5 into 2/10. Then I found fractions with the same common deminator. 3/10 and 4/10 are in between 1/5 and 7/10 on the fraction lines worksheet,Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,2021-02-22 14:43:48.644676+00:00,2/22/21,411,Do you think this strategy will always work?,Teacher,,,1,,,,1,,1,1,,S,,,,,,,,,,,,,,,,
